Date,Price,Open,High,Low,Change %
25-Feb-14,"1,340.75","1,337.00","1,344.01","1,331.72",0.28%
24-Feb-14,"1,337.00","1,324.99","1,339.00","1,319.11",1.03%
21-Feb-14,"1,323.39","1,322.72","1,328.79","1,316.12",0.04%
20-Feb-14,"1,322.89","1,311.64","1,325.18","1,307.85",0.85%
19-Feb-14,"1,311.80","1,321.84","1,323.39","1,308.93",-0.74%
18-Feb-14,"1,321.60","1,329.20","1,332.71","1,312.95",-0.56%
17-Feb-14,"1,329.10","1,319.15","1,330.37","1,318.65",0.77%
14-Feb-14,"1,318.93","1,302.83","1,321.34","1,299.97",1.25%
13-Feb-14,"1,302.70","1,291.11","1,302.80","1,286.14",0.89%
12-Feb-14,"1,291.25","1,292.02","1,296.52","1,284.40",-0.05%
11-Feb-14,"1,291.85","1,274.79","1,293.83","1,273.80",1.33%
10-Feb-14,"1,274.90","1,266.31","1,278.31","1,265.40",0.62%
7-Feb-14,"1,267.06","1,257.68","1,272.18","1,256.22",0.75%
6-Feb-14,"1,257.64","1,258.14","1,266.98","1,252.88",-0.03%
5-Feb-14,"1,258.01","1,254.86","1,273.73","1,252.51",0.24%
4-Feb-14,"1,255.00","1,257.99","1,260.93","1,247.62",-0.21%
3-Feb-14,"1,257.64","1,245.14","1,266.54","1,240.68",1.11%
31-Jan-14,"1,243.80","1,244.07","1,255.51","1,238.75",0.01%
30-Jan-14,"1,243.70","1,268.24","1,268.53","1,238.39",-1.95%
29-Jan-14,"1,268.40","1,256.90","1,270.27","1,249.65",0.94%
28-Jan-14,"1,256.55","1,257.01","1,261.51","1,249.36",-0.04%
27-Jan-14,"1,257.07","1,268.85","1,278.48","1,252.16",-0.96%
24-Jan-14,"1,269.25","1,264.67","1,273.31","1,257.20",0.39%
23-Jan-14,"1,264.35","1,236.64","1,265.80","1,231.76",2.25%
22-Jan-14,"1,236.49","1,241.55","1,244.14","1,236.14",-0.40%
21-Jan-14,"1,241.49","1,254.18","1,256.24","1,236.07",-1.03%
20-Jan-14,"1,254.35","1,254.01","1,261.00","1,251.32",0.04%
17-Jan-14,"1,253.82","1,242.53","1,255.28","1,238.05",0.91%
16-Jan-14,"1,242.55","1,241.49","1,245.26","1,236.55",0.07%
15-Jan-14,"1,241.74","1,245.10","1,245.39","1,234.49",-0.27%
14-Jan-14,"1,245.10","1,253.12","1,255.38","1,241.83",-0.67%
13-Jan-14,"1,253.44","1,248.28","1,255.18","1,243.72",0.51%
10-Jan-14,"1,247.10","1,228.01","1,248.81","1,226.94",1.56%
9-Jan-14,"1,228.00","1,226.17","1,231.91","1,224.02",0.15%
8-Jan-14,"1,226.10","1,231.97","1,232.84","1,218.83",-0.49%
7-Jan-14,"1,232.10","1,238.17","1,245.86","1,225.20",-0.48%
6-Jan-14,"1,238.05","1,236.93","1,248.76","1,233.10",0.12%
3-Jan-14,"1,236.55","1,224.94","1,240.38","1,222.14",0.95%
2-Jan-14,"1,224.89","1,204.88","1,231.04","1,203.72",1.57%
1-Jan-14,"1,205.90","1,210.41","1,210.61","1,199.40",0.03%
31-Dec-13,"1,205.55","1,196.62","1,214.21","1,185.11",0.76%
30-Dec-13,"1,196.40","1,212.15","1,216.26","1,195.39",-1.38%
27-Dec-13,"1,213.19","1,210.59","1,219.04","1,209.03",0.21%
26-Dec-13,"1,210.70","1,204.99","1,216.10","1,201.24",0.50%
25-Dec-13,"1,204.70","1,204.69","1,205.10","1,203.29",0.03%
24-Dec-13,"1,204.35","1,199.44","1,206.36","1,197.01",0.46%
23-Dec-13,"1,198.84","1,203.52","1,206.38","1,192.77",-0.37%
20-Dec-13,"1,203.25","1,190.51","1,207.60","1,185.71",1.10%
19-Dec-13,"1,190.10","1,217.96","1,226.76","1,186.80",-2.30%
18-Dec-13,"1,218.07","1,231.54","1,244.70","1,216.15",-0.98%
17-Dec-13,"1,230.10","1,240.30","1,248.60","1,227.80",-0.84%
16-Dec-13,"1,240.57","1,238.08","1,251.89","1,227.59",0.18%
13-Dec-13,"1,238.30","1,223.80","1,239.00","1,220.60",1.18%
12-Dec-13,"1,223.80","1,251.30","1,257.40","1,223.50",-2.23%
11-Dec-13,"1,251.75","1,260.91","1,263.40","1,250.50",-0.71%
10-Dec-13,"1,260.72","1,240.82","1,267.74","1,237.97",1.59%
9-Dec-13,"1,240.94","1,229.58","1,243.19","1,225.38",0.98%
6-Dec-13,"1,228.85","1,225.22","1,243.61","1,212.41",0.32%
5-Dec-13,"1,224.88","1,243.77","1,244.00","1,217.30",-1.51%
4-Dec-13,"1,243.66","1,223.89","1,250.75","1,211.89",1.62%
3-Dec-13,"1,223.89","1,220.04","1,226.38","1,215.98",0.31%
2-Dec-13,"1,220.05","1,251.42","1,251.42","1,217.78",-2.67%
29-Nov-13,"1,253.49","1,246.24","1,256.11","1,242.26",0.75%
28-Nov-13,"1,244.15","1,237.76","1,245.82","1,235.32",0.55%
27-Nov-13,"1,237.40","1,243.42","1,254.81","1,236.65",-0.47%
26-Nov-13,"1,243.30","1,252.60","1,256.89","1,239.89",-0.74%
25-Nov-13,"1,252.60","1,242.08","1,253.54","1,227.72",0.72%
22-Nov-13,"1,243.60","1,243.01","1,249.32","1,241.55",0.07%
21-Nov-13,"1,242.75","1,243.19","1,250.01","1,236.69",-0.04%
20-Nov-13,"1,243.20","1,275.62","1,276.67","1,241.30",-2.51%
19-Nov-13,"1,275.25","1,274.71","1,279.02","1,269.30",0.07%
18-Nov-13,"1,274.35","1,290.45","1,290.61","1,270.35",-1.22%
15-Nov-13,"1,290.05","1,287.04","1,291.14","1,280.42",0.21%
14-Nov-13,"1,287.39","1,278.67","1,294.38","1,278.53",0.66%
13-Nov-13,"1,278.99","1,267.58","1,279.24","1,265.89",0.87%
12-Nov-13,"1,267.99","1,283.07","1,285.30","1,261.28",-1.19%
11-Nov-13,"1,283.28","1,288.76","1,288.91","1,279.39",-0.38%
8-Nov-13,"1,288.20","1,307.84","1,313.06","1,281.40",-1.51%
7-Nov-13,"1,307.95","1,318.16","1,325.71","1,298.71",-0.79%
6-Nov-13,"1,318.40","1,311.97","1,322.31","1,309.45",0.52%
5-Nov-13,"1,311.60","1,314.85","1,319.77","1,306.75",-0.24%
4-Nov-13,"1,314.74","1,315.12","1,322.24","1,311.74",-0.05%
1-Nov-13,"1,315.35","1,323.70","1,327.86","1,306.30",-0.64%
31-Oct-13,"1,323.80","1,343.30","1,343.40","1,319.40",-1.41%
30-Oct-13,"1,342.80","1,344.05","1,359.77","1,334.81",-0.11%
29-Oct-13,"1,344.30","1,352.10","1,360.67","1,340.87",-0.58%
28-Oct-13,"1,352.20","1,353.16","1,362.21","1,346.50",0.01%
25-Oct-13,"1,352.13","1,346.73","1,355.60","1,336.54",0.37%
24-Oct-13,"1,347.15","1,332.35","1,352.22","1,330.60",1.11%
23-Oct-13,"1,332.35","1,340.75","1,342.57","1,329.80",-0.62%
22-Oct-13,"1,340.65","1,315.50","1,345.07","1,310.45",1.89%
21-Oct-13,"1,315.75","1,316.66","1,324.42","1,313.56",-0.04%
18-Oct-13,"1,316.24","1,319.18","1,325.70","1,311.95",-0.26%
17-Oct-13,"1,319.70","1,282.30","1,324.67","1,274.80",2.97%
16-Oct-13,"1,281.60","1,280.60","1,287.51","1,269.57",0.06%
15-Oct-13,"1,280.80","1,273.15","1,288.51","1,252.27",0.58%
14-Oct-13,"1,273.40","1,272.80","1,289.47","1,268.80",0.02%
11-Oct-13,"1,273.11","1,286.93","1,294.45","1,262.63",-1.02%
10-Oct-13,"1,286.24","1,307.22","1,311.78","1,283.03",-1.60%
9-Oct-13,"1,307.20","1,319.06","1,321.95","1,294.65",-0.88%
8-Oct-13,"1,318.80","1,321.49","1,330.10","1,316.30",-0.23%
7-Oct-13,"1,321.79","1,311.04","1,328.44","1,308.81",0.80%
4-Oct-13,"1,311.35","1,317.15","1,323.86","1,306.56",-0.45%
3-Oct-13,"1,317.30","1,316.75","1,321.31","1,302.42",0.16%
2-Oct-13,"1,315.25","1,286.75","1,323.82","1,278.85",2.23%
1-Oct-13,"1,286.60","1,327.75","1,337.77","1,283.20",-3.08%
30-Sep-13,"1,327.55","1,335.90","1,344.22","1,323.56",-0.65%
27-Sep-13,"1,336.20","1,323.64","1,344.30","1,320.43",0.94%
26-Sep-13,"1,323.70","1,333.50","1,339.21","1,319.15",-0.74%
25-Sep-13,"1,333.60","1,322.80","1,338.51","1,317.11",0.79%
24-Sep-13,"1,323.20","1,321.35","1,329.57","1,306.51",0.08%
23-Sep-13,"1,322.15","1,326.20","1,332.11","1,314.26",-0.24%
20-Sep-13,"1,325.38","1,366.18","1,368.40","1,324.86",-2.90%
19-Sep-13,"1,365.00","1,365.55","1,375.15","1,358.80",-0.01%
18-Sep-13,"1,365.15","1,309.70","1,367.77","1,291.95",4.24%
17-Sep-13,"1,309.65","1,313.60","1,323.92","1,306.50",-0.33%
16-Sep-13,"1,314.00","1,329.60","1,332.92","1,304.46",-0.96%
13-Sep-13,"1,326.72","1,321.36","1,331.03","1,305.03",0.43%
12-Sep-13,"1,321.05","1,367.40","1,367.50","1,321.05",-3.34%
11-Sep-13,"1,366.75","1,364.25","1,368.51","1,357.46",0.17%
10-Sep-13,"1,364.45","1,387.95","1,391.52","1,358.20",-1.63%
9-Sep-13,"1,387.05","1,391.45","1,391.45","1,382.83",-0.33%
6-Sep-13,"1,391.61","1,365.72","1,393.20","1,363.28",1.74%
5-Sep-13,"1,367.85","1,392.10","1,399.92","1,365.77",-1.70%
4-Sep-13,"1,391.45","1,412.10","1,415.22","1,384.85",-1.50%
3-Sep-13,"1,412.65","1,391.60","1,416.61","1,384.70",1.27%
2-Sep-13,"1,394.90","1,396.46","1,398.31","1,380.05",-0.11%
30-Aug-13,"1,396.40","1,408.55","1,411.62","1,392.77",-0.84%
29-Aug-13,"1,408.25","1,418.05","1,418.52","1,403.17",-0.72%
28-Aug-13,"1,418.50","1,417.10","1,434.17","1,413.90",0.13%
27-Aug-13,"1,416.65","1,405.16","1,424.02","1,396.75",0.84%
26-Aug-13,"1,404.90","1,398.88","1,404.86","1,391.44",0.58%
23-Aug-13,"1,396.85","1,375.79","1,400.21","1,369.14",1.53%
22-Aug-13,"1,375.85","1,366.50","1,381.61","1,355.80",0.70%
21-Aug-13,"1,366.35","1,371.80","1,378.81","1,360.10",-0.35%
20-Aug-13,"1,371.17","1,366.39","1,376.20","1,355.26",0.38%
19-Aug-13,"1,365.98","1,376.35","1,384.60","1,362.49",-0.76%
16-Aug-13,"1,376.40","1,367.30","1,380.21","1,357.95",0.76%
15-Aug-13,"1,366.05","1,335.19","1,369.90","1,319.31",2.31%
14-Aug-13,"1,335.20","1,321.40","1,337.30","1,316.55",1.05%
13-Aug-13,"1,321.30","1,336.90","1,341.72","1,319.27",-1.13%
12-Aug-13,"1,336.40","1,314.60","1,343.67","1,314.60",1.67%
9-Aug-13,"1,314.50","1,312.09","1,317.00","1,305.56",0.19%
8-Aug-13,"1,312.00","1,287.70","1,314.56","1,283.85",1.88%
7-Aug-13,"1,287.75","1,281.95","1,289.42","1,273.25",0.46%
6-Aug-13,"1,281.90","1,303.85","1,307.27","1,279.85",-1.69%
5-Aug-13,"1,303.95","1,313.10","1,319.91","1,297.86",-0.61%
2-Aug-13,"1,312.00","1,307.79","1,318.40","1,283.19",0.23%
1-Aug-13,"1,308.95","1,322.70","1,330.77","1,307.20",-1.07%
31-Jul-13,"1,323.10","1,326.90","1,338.87","1,305.91",-0.32%
30-Jul-13,"1,327.30","1,328.00","1,330.38","1,318.50",-0.02%
29-Jul-13,"1,327.60","1,333.91","1,338.71","1,323.32",-0.47%
26-Jul-13,"1,333.90","1,333.96","1,340.82","1,312.82",0.02%
25-Jul-13,"1,333.65","1,321.40","1,338.02","1,309.35",0.93%
24-Jul-13,"1,321.30","1,347.80","1,348.30","1,313.55",-1.99%
23-Jul-13,"1,348.10","1,335.25","1,348.30","1,327.15",0.91%
22-Jul-13,"1,335.90","1,297.40","1,339.77","1,311.76",3.05%
19-Jul-13,"1,296.35","1,285.20","1,297.95","1,282.55",0.88%
18-Jul-13,"1,285.10","1,276.10","1,288.70","1,275.05",0.71%
17-Jul-13,"1,276.00","1,293.00","1,297.61","1,274.21",-1.28%
16-Jul-13,"1,292.60","1,282.30","1,295.95","1,277.56",0.78%
15-Jul-13,"1,282.60","1,285.45","1,294.32","1,276.26",-0.18%
12-Jul-13,"1,284.90","1,286.67","1,288.86","1,267.90",-0.03%
11-Jul-13,"1,285.30","1,264.80","1,298.97","1,278.81",1.67%
10-Jul-13,"1,264.25","1,250.50","1,266.22","1,244.47",1.14%
9-Jul-13,"1,249.95","1,237.40","1,261.02","1,233.90",1.05%
8-Jul-13,"1,237.00","1,223.21","1,239.41","1,215.95",1.08%
5-Jul-13,"1,223.80","1,249.28","1,250.86","1,207.99",-2.12%
4-Jul-13,"1,250.30","1,251.30","1,257.82","1,245.40",-0.16%
3-Jul-13,"1,252.30","1,242.65","1,260.71","1,237.05",0.79%
2-Jul-13,"1,242.50","1,253.35","1,266.55","1,241.80",-0.86%
1-Jul-13,"1,253.30","1,233.49","1,261.11","1,226.31",1.54%
28-Jun-13,"1,234.25","1,200.30","1,245.61","1,181.82",2.79%
27-Jun-13,"1,200.75","1,226.60","1,245.46","1,198.06",-2.09%
26-Jun-13,"1,226.35","1,278.10","1,277.62","1,222.91",-3.99%
25-Jun-13,"1,277.35","1,282.10","1,289.41","1,271.92",-0.35%
24-Jun-13,"1,281.90","1,297.30","1,301.62","1,276.35",-1.18%
21-Jun-13,"1,297.25","1,278.34","1,348.41","1,269.39",1.51%
20-Jun-13,"1,278.00","1,351.51","1,348.52","1,276.80",-5.42%
19-Jun-13,"1,351.30","1,367.70","1,376.02","1,349.35",-1.25%
18-Jun-13,"1,368.40","1,384.90","1,386.16","1,361.15",-1.19%
17-Jun-13,"1,384.85","1,391.29","1,392.11","1,380.94",-0.42%
14-Jun-13,"1,390.70","1,385.89","1,392.11","1,378.54",0.34%
13-Jun-13,"1,386.05","1,388.26","1,395.27","1,374.70",-0.17%
12-Jun-13,"1,388.40","1,379.50","1,394.87","1,374.35",0.64%
11-Jun-13,"1,379.60","1,387.01","1,387.12","1,367.26",-0.53%
10-Jun-13,"1,386.90","1,378.89","1,389.06","1,376.49",0.18%
7-Jun-13,"1,384.47","1,413.72","1,418.03","1,377.86",-2.06%
6-Jun-13,"1,413.65","1,403.30","1,423.66","1,391.84",0.74%
5-Jun-13,"1,403.30","1,398.94","1,410.51","1,395.69",0.24%
4-Jun-13,"1,399.90","1,412.00","1,415.62","1,389.86",-0.83%
3-Jun-13,"1,411.60","1,389.09","1,416.61","1,388.94",1.78%
31-May-13,"1,386.90","1,413.75","1,421.50","1,384.64",-1.90%
30-May-13,"1,413.75","1,392.95","1,418.31","1,388.69",1.49%
29-May-13,"1,392.95","1,380.79","1,395.16","1,379.99",0.88%
28-May-13,"1,380.85","1,394.24","1,400.55","1,374.14",-1.00%
27-May-13,"1,394.78","1,388.15","1,396.90","1,384.24",0.63%
24-May-13,"1,386.05","1,391.20","1,398.45","1,382.70",-0.37%
23-May-13,"1,391.20","1,369.20","1,397.85","1,356.74",1.59%
22-May-13,"1,369.40","1,376.95","1,415.11","1,355.47",-0.50%
21-May-13,"1,376.30","1,394.75","1,401.76","1,360.30",-1.28%
20-May-13,"1,394.15","1,363.09","1,399.10","1,339.45",2.57%
17-May-13,"1,359.20","1,387.39","1,392.96","1,355.60",-1.95%
16-May-13,"1,386.30","1,392.71","1,398.52","1,369.90",-0.47%
15-May-13,"1,392.90","1,426.50","1,430.85","1,389.65",-2.32%
14-May-13,"1,426.00","1,431.10","1,445.57","1,422.26",-0.32%
13-May-13,"1,430.55","1,448.69","1,448.69","1,426.34",-1.22%
10-May-13,"1,448.20","1,458.79","1,462.36","1,421.11",-0.69%
9-May-13,"1,458.20","1,473.30","1,476.01","1,453.70",-0.99%
8-May-13,"1,472.80","1,452.70","1,476.97","1,447.90",1.39%
7-May-13,"1,452.60","1,470.20","1,470.78","1,441.72",-1.15%
6-May-13,"1,469.50","1,470.50","1,479.06","1,465.10",-0.08%
3-May-13,"1,470.70","1,467.45","1,488.30","1,456.40",0.25%
2-May-13,"1,467.10","1,457.65","1,474.26","1,449.30",0.65%
1-May-13,"1,457.60","1,476.55","1,478.57","1,440.60",-1.32%
30-Apr-13,"1,477.10","1,475.99","1,479.31","1,460.99",0.03%
29-Apr-13,"1,476.65","1,464.85","1,478.56","1,462.45",0.93%
26-Apr-13,"1,463.00","1,467.95","1,485.31","1,448.69",-0.33%
25-Apr-13,"1,467.85","1,431.45","1,469.46","1,427.25",2.55%
24-Apr-13,"1,431.30","1,412.69","1,433.40","1,411.79",1.27%
23-Apr-13,"1,413.35","1,426.86","1,432.42","1,406.55",-0.90%
22-Apr-13,"1,426.25","1,405.17","1,439.77","1,404.61",1.56%
19-Apr-13,"1,404.35","1,391.21","1,425.01","1,386.46",0.94%
18-Apr-13,"1,391.25","1,376.80","1,401.96","1,340.36",1.03%
17-Apr-13,"1,377.00","1,369.30","1,395.10","1,365.10",0.59%
16-Apr-13,"1,368.90","1,353.86","1,402.35","1,322.46",1.16%
15-Apr-13,"1,353.25","1,478.30","1,495.66","1,336.54",-8.49%
12-Apr-13,"1,478.85","1,560.69","1,564.86","1,477.50",-5.28%
11-Apr-13,"1,561.35","1,559.30","1,568.42","1,553.71",0.17%
10-Apr-13,"1,558.75","1,584.95","1,588.91","1,556.00",-1.67%
9-Apr-13,"1,585.20","1,572.94","1,590.50","1,570.44",0.73%
8-Apr-13,"1,573.70","1,581.25","1,583.37","1,567.55",-0.52%
5-Apr-13,"1,582.00","1,553.32","1,582.05","1,549.34",1.85%
4-Apr-13,"1,553.32","1,557.96","1,559.87","1,540.35",-0.29%
3-Apr-13,"1,557.85","1,576.04","1,577.41","1,550.19",-1.14%
2-Apr-13,"1,575.85","1,599.60","1,604.21","1,574.00",-1.44%
1-Apr-13,"1,598.90","1,597.74","1,601.31","1,594.94",0.14%
28-Mar-13,"1,596.74","1,605.76","1,607.88","1,594.06",-0.54%
27-Mar-13,"1,605.40","1,599.31","1,608.61","1,591.50",0.39%
26-Mar-13,"1,599.20","1,605.60","1,606.27","1,594.85",-0.39%
25-Mar-13,"1,605.40","1,609.30","1,613.76","1,589.99",-0.19%
22-Mar-13,"1,608.45","1,614.70","1,616.35","1,603.79",-0.39%
21-Mar-13,"1,614.70","1,606.58","1,616.97","1,604.65",0.51%
20-Mar-13,"1,606.50","1,613.50","1,615.21","1,603.55",-0.43%
19-Mar-13,"1,613.40","1,605.41","1,615.77","1,600.15",0.50%
18-Mar-13,"1,605.30","1,597.26","1,611.31","1,592.56",0.81%
15-Mar-13,"1,592.45","1,590.41","1,598.81","1,588.90",0.14%
14-Mar-13,"1,590.30","1,587.90","1,593.50","1,576.99",0.16%
13-Mar-13,"1,587.80","1,592.91","1,599.61","1,585.55",-0.31%
12-Mar-13,"1,592.70","1,582.01","1,598.81","1,580.25",0.74%
11-Mar-13,"1,581.00","1,578.40","1,583.61","1,575.65",0.17%
8-Mar-13,"1,578.35","1,579.12","1,583.51","1,561.41",-0.03%
7-Mar-13,"1,578.90","1,583.59","1,585.89","1,574.94",-0.30%
6-Mar-13,"1,583.69","1,575.28","1,584.79","1,567.53",0.52%
5-Mar-13,"1,575.44","1,573.88","1,586.30","1,571.72",0.09%
4-Mar-13,"1,573.95","1,579.01","1,585.11","1,569.65",-0.08%
1-Mar-13,"1,575.24","1,580.18","1,587.29","1,564.83",-0.31%
28-Feb-13,"1,580.14","1,597.38","1,602.98","1,574.72",-1.09%
27-Feb-13,"1,597.60","1,613.39","1,614.89","1,592.33",-0.98%
26-Feb-13,"1,613.49","1,593.93","1,620.05","1,584.60",1.21%
25-Feb-13,"1,594.24","1,581.29","1,597.18","1,575.18",0.86%
22-Feb-13,"1,580.70","1,576.00","1,587.25","1,570.16",0.30%
21-Feb-13,"1,576.05","1,563.09","1,584.88","1,554.88",0.84%
20-Feb-13,"1,562.90","1,604.71","1,609.82","1,558.85",-2.60%
19-Feb-13,"1,604.60","1,609.93","1,615.34","1,600.72",-0.34%
18-Feb-13,"1,610.05","1,609.95","1,619.00","1,607.33",0.04%
15-Feb-13,"1,609.44","1,634.53","1,636.10","1,598.42",-1.55%
14-Feb-13,"1,634.85","1,642.84","1,650.05","1,632.72",-0.48%
13-Feb-13,"1,642.74","1,650.85","1,653.59","1,640.33",-0.49%
12-Feb-13,"1,650.80","1,647.94","1,653.50","1,639.22",0.06%
11-Feb-13,"1,649.74","1,666.93","1,669.70","1,643.62",-1.07%
8-Feb-13,"1,667.50","1,671.72","1,673.91","1,665.45",-0.23%
7-Feb-13,"1,671.30","1,677.71","1,683.51","1,663.41",-0.37%
6-Feb-13,"1,677.49","1,672.62","1,679.49","1,668.22",0.27%
5-Feb-13,"1,673.00","1,674.21","1,684.90","1,666.76",-0.08%
4-Feb-13,"1,674.40","1,667.55","1,677.61","1,661.79",0.43%
1-Feb-13,"1,667.15","1,664.02","1,682.31","1,660.35",0.21%
31-Jan-13,"1,663.60","1,677.42","1,681.01","1,658.15",-0.80%
30-Jan-13,"1,677.10","1,663.96","1,683.79","1,662.79",0.80%
29-Jan-13,"1,663.85","1,655.20","1,666.06","1,654.30",0.54%
28-Jan-13,"1,654.95","1,658.76","1,662.81","1,652.54",-0.23%
25-Jan-13,"1,658.69","1,667.88","1,672.59","1,655.78",-0.54%
24-Jan-13,"1,667.74","1,686.35","1,686.45","1,665.08",-1.07%
23-Jan-13,"1,685.75","1,692.37","1,695.61","1,683.45",-0.38%
22-Jan-13,"1,692.10","1,690.05","1,696.26","1,686.64",0.12%
21-Jan-13,"1,690.05","1,684.90","1,691.60","1,684.90",0.36%
18-Jan-13,"1,683.95","1,687.25","1,695.51","1,683.60",-0.22%
17-Jan-13,"1,687.64","1,679.79","1,695.94","1,666.94",0.48%
16-Jan-13,"1,679.50","1,678.65","1,685.11","1,673.55",0.04%
15-Jan-13,"1,678.90","1,666.94","1,685.30","1,666.44",0.70%
14-Jan-13,"1,667.20","1,661.95","1,674.80","1,660.04",0.25%
11-Jan-13,"1,663.05","1,675.28","1,677.05","1,654.05",-0.73%
10-Jan-13,"1,675.25","1,657.97","1,679.21","1,654.10",1.05%
9-Jan-13,"1,657.90","1,658.83","1,666.41","1,651.45",-0.07%
8-Jan-13,"1,659.00","1,647.21","1,662.30","1,646.64",0.71%
7-Jan-13,"1,647.25","1,656.51","1,662.71","1,642.75",-0.58%
4-Jan-13,"1,656.85","1,663.42","1,664.42","1,626.40",-0.39%
3-Jan-13,"1,663.35","1,686.54","1,690.00","1,660.89",-1.39%
2-Jan-13,"1,686.75","1,675.03","1,695.10","1,670.39",0.69%
1-Jan-13,"1,675.15","1,675.26","1,676.21","1,664.55",0.01%
31-Dec-12,"1,674.95","1,656.21","1,680.71","1,655.71",1.18%
28-Dec-12,"1,655.40","1,663.84","1,666.49","1,653.44",-0.51%
27-Dec-12,"1,663.90","1,660.31","1,665.76","1,653.05",0.23%
26-Dec-12,"1,660.14","1,658.12","1,667.89","1,650.38",0.07%
25-Dec-12,"1,658.90","1,657.91","1,663.15","1,657.81",0.09%
24-Dec-12,"1,657.48","1,657.79","1,665.90","1,652.13",0.03%
21-Dec-12,"1,656.99","1,647.64","1,659.68","1,635.62",0.56%
20-Dec-12,"1,647.75","1,667.22","1,672.12","1,635.70",-1.15%
19-Dec-12,"1,666.94","1,670.38","1,676.99","1,663.42",-0.19%
18-Dec-12,"1,670.15","1,698.21","1,703.47","1,661.62",-1.64%
17-Dec-12,"1,697.93","1,695.76","1,700.03","1,687.05",0.15%
14-Dec-12,"1,695.47","1,697.41","1,700.74","1,693.45",-0.11%
13-Dec-12,"1,697.30","1,711.81","1,712.11","1,689.55",-0.86%
12-Dec-12,"1,711.95","1,709.99","1,723.41","1,707.84",0.11%
11-Dec-12,"1,710.10","1,712.30","1,714.60","1,705.04",-0.01%
10-Dec-12,"1,710.25","1,704.45","1,717.60","1,702.64",0.39%
7-Dec-12,"1,703.65","1,699.31","1,705.61","1,684.40",0.27%
6-Dec-12,"1,699.14","1,693.87","1,703.38","1,686.11",0.30%
5-Dec-12,"1,693.99","1,697.47","1,707.18","1,684.98",-0.20%
4-Dec-12,"1,697.35","1,715.55","1,717.67","1,691.25",-1.04%
3-Dec-12,"1,715.25","1,713.90","1,722.11","1,712.99",0.03%
30-Nov-12,"1,714.80","1,725.71","1,731.90","1,709.09",-0.61%
29-Nov-12,"1,725.40","1,719.50","1,728.71","1,718.40",0.33%
28-Nov-12,"1,719.69","1,741.92","1,743.23","1,706.03",-1.28%
27-Nov-12,"1,742.05","1,748.94","1,751.80","1,738.89",-0.40%
26-Nov-12,"1,749.10","1,753.11","1,753.11","1,746.10",-0.22%
23-Nov-12,"1,753.00","1,729.55","1,754.60","1,728.39",1.36%
22-Nov-12,"1,729.55","1,729.09","1,732.75","1,728.35",0.03%
21-Nov-12,"1,729.11","1,728.57","1,732.08","1,720.91",0.03%
20-Nov-12,"1,728.65","1,732.11","1,735.81","1,722.40",-0.19%
19-Nov-12,"1,731.94","1,713.54","1,735.34","1,713.43",1.06%
16-Nov-12,"1,713.70","1,716.11","1,717.51","1,706.10",-0.12%
15-Nov-12,"1,715.80","1,726.45","1,727.96","1,705.30",-0.62%
14-Nov-12,"1,726.45","1,725.50","1,733.40","1,720.81",0.06%
13-Nov-12,"1,725.50","1,728.51","1,733.21","1,718.30",-0.16%
12-Nov-12,"1,728.35","1,732.00","1,738.41","1,725.90",-0.17%
9-Nov-12,"1,731.24","1,731.64","1,739.05","1,727.05",0.01%
8-Nov-12,"1,730.99","1,717.32","1,735.82","1,713.61",0.83%
7-Nov-12,"1,716.69","1,715.98","1,731.79","1,702.97",0.04%
6-Nov-12,"1,715.95","1,684.93","1,721.01","1,683.80",1.86%
5-Nov-12,"1,684.60","1,677.20","1,686.57","1,672.85",0.40%
2-Nov-12,"1,677.85","1,714.79","1,717.06","1,674.44",-2.15%
1-Nov-12,"1,714.70","1,720.66","1,727.11","1,713.55",-0.34%
31-Oct-12,"1,720.55","1,709.96","1,726.05","1,709.54",0.65%
30-Oct-12,"1,709.49","1,710.06","1,715.61","1,705.20",-0.02%
29-Oct-12,"1,709.85","1,711.50","1,717.57","1,706.00",-0.09%
26-Oct-12,"1,711.35","1,712.00","1,718.91","1,700.95",-0.03%
25-Oct-12,"1,711.80","1,701.85","1,718.21","1,701.40",0.55%
24-Oct-12,"1,702.43","1,708.39","1,714.56","1,698.89",-0.37%
23-Oct-12,"1,708.70","1,728.40","1,730.60","1,704.11",-1.20%
22-Oct-12,"1,729.45","1,721.80","1,729.61","1,714.00",0.50%
19-Oct-12,"1,720.90","1,740.59","1,743.58","1,716.29",-1.19%
18-Oct-12,"1,741.70","1,749.91","1,752.40","1,738.41",-0.49%
17-Oct-12,"1,750.30","1,748.40","1,753.81","1,743.20",0.14%
16-Oct-12,"1,747.80","1,736.30","1,748.61","1,734.90",0.67%
15-Oct-12,"1,736.10","1,753.60","1,753.60","1,729.36",-1.03%
12-Oct-12,"1,754.25","1,768.79","1,773.60","1,752.34",-0.82%
11-Oct-12,"1,768.80","1,761.80","1,775.31","1,758.70",0.35%
10-Oct-12,"1,762.55","1,764.26","1,768.41","1,757.47",-0.09%
9-Oct-12,"1,764.15","1,775.45","1,779.96","1,760.55",-0.61%
8-Oct-12,"1,774.90","1,780.71","1,780.90","1,766.75",-0.34%
5-Oct-12,"1,780.98","1,790.79","1,796.19","1,772.84",-0.53%
4-Oct-12,"1,790.55","1,779.19","1,796.90","1,779.19",0.64%
3-Oct-12,"1,779.15","1,774.10","1,782.31","1,771.00",0.06%
